"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"Functional_Group"
"GLDC, gcvP; glycine dehydrogenase "	98.1580453109964	-0.914900290477214	0.227320591510325	-4.02471366275527	5.70446815629799e-05	0.00021277140119209	"GLDC, gcvP; glycine dehydrogenase "
"gcvPA; glycine dehydrogenase subunit 1 "	175.286812187165	0.923425627500361	0.158881575779195	5.81203719167341	6.17171240092518e-09	4.01657880621131e-08	"gcvPA; glycine dehydrogenase subunit 1 "
"gcvPB; glycine dehydrogenase subunit 2 "	175.528568939909	0.92204682230459	0.158548772524206	5.81554059123237	6.04382445974257e-09	3.94695894937283e-08	"gcvPB; glycine dehydrogenase subunit 2 "
"E1.4.7.1; glutamate synthase (ferredoxin) "	55.1566183969409	-1.30156520320263	0.224991577670142	-5.78495078207258	7.2533563781732e-09	4.67750612906795e-08	"E1.4.7.1; glutamate synthase (ferredoxin) "
"MTHFD; methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase / formyltetrahydrofolate synthetase "	2.54161950275109	-1.22366365299274	0.3266312612878	-3.74631518173808	0.00017945110259735	0.000590384743118068	"MTHFD; methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase / formyltetrahydrofolate synthetase "
"E1.5.3.1; sarcosine oxidase "	77.8457614082316	-0.958197546020317	0.1906194688626	-5.02675593284226	4.98846583520789e-07	2.51735236710758e-06	"E1.5.3.1; sarcosine oxidase "
"soxA; sarcosine oxidase, subunit alpha "	106.112311612349	1.09668436432037	0.160121142954094	6.84909153212069	7.43204349710044e-12	7.52776928096291e-11	"soxA; sarcosine oxidase, subunit alpha "
"fixC; electron transfer flavoprotein-quinone oxidoreductase "	4.73914075398461	2.70573382425705	0.310812284394712	8.70536320508149	3.16559364968323e-18	6.93152736772045e-17	"fixC; electron transfer flavoprotein-quinone oxidoreductase "
"dmd-tmd; dimethylamine/trimethylamine dehydrogenase "	8.30417209222978	2.61820170642962	0.324986147617235	8.0563486340141	7.86072285959701e-16	1.26801745957374e-14	"dmd-tmd; dimethylamine/trimethylamine dehydrogenase "
"PRODH; proline dehydrogenase "	48.3691353230641	-0.799352513773727	0.164015031522888	-4.87365399592766	1.0955279630954e-06	5.28354286801207e-06	"PRODH; proline dehydrogenase "
"mer; 5,10-methylenetetrahydromethanopterin reductase "	21.2084165211379	-3.64959168186554	0.30950002857169	-11.791894490957	4.29763386574803e-32	6.7592230410737e-30	"mer; 5,10-methylenetetrahydromethanopterin reductase "
"pntA; NAD(P) transhydrogenase subunit alpha "	339.397353113509	0.419340006921499	0.097523863157364	4.2998707531187	1.7089774818468e-05	6.92148104593463e-05	"pntA; NAD(P) transhydrogenase subunit alpha "
"nasB; assimilatory nitrate reductase electron transfer subunit "	15.3699719859039	-2.52199132686349	0.253994779646323	-9.92930378480711	3.10415294089323e-23	1.29233190818658e-21	"nasB; assimilatory nitrate reductase electron transfer subunit "
"E1.7.1.7, guaC; GMP reductase "	22.9984180508806	-2.95628272898024	0.444659338766727	-6.64842154710965	2.96252814987189e-11	2.7725346090206e-10	"E1.7.1.7, guaC; GMP reductase "
"cysI; sulfite reductase (NADPH) hemoprotein beta-component "	183.605173644574	0.45070858764252	0.108392435239813	4.15811847612196	3.2087960111683e-05	0.00012470923471105	"cysI; sulfite reductase (NADPH) hemoprotein beta-component "
"GSR, gor; glutathione reductase (NADPH) "	159.553471001973	0.647405490880788	0.163846489104753	3.95129303299796	7.77300778004907e-05	0.000278372992097646	"GSR, gor; glutathione reductase (NADPH) "
"CYTB, petB; ubiquinol-cytochrome c reductase cytochrome b subunit"	184.9814381932	0.549775396649967	0.112582232593328	4.88332291859832	1.04312830347019e-06	5.0480277386737e-06	"CYTB, petB; ubiquinol-cytochrome c reductase cytochrome b subunit"
"E1.10.3.3; L-ascorbate oxidase "	3.5500032148665	2.10631821506251	0.331617595964873	6.35164792427247	2.13020432382521e-10	1.74800244659397e-09	"E1.10.3.3; L-ascorbate oxidase "
"hemQ; Fe-coproporphyrin III decarboxylase "	4.59257592147511	-2.46507482542826	0.306485742232601	-8.04303263007073	8.7641978359286e-16	1.40177650132847e-14	"hemQ; Fe-coproporphyrin III decarboxylase "
"hoxH; NAD-reducing hydrogenase large subunit "	2.54161950275109	-1.22366365299274	0.3266312612878	-3.74631518173808	0.00017945110259735	0.000590384743118068	"hoxH; NAD-reducing hydrogenase large subunit "
"pcaH; protocatechuate 3,4-dioxygenase, beta subunit "	138.925596147207	0.512143319748746	0.138305309484158	3.70299102513782	0.000213072422727632	0.000691355906867536	"pcaH; protocatechuate 3,4-dioxygenase, beta subunit "
"TDO2, kynA; tryptophan 2,3-dioxygenase "	104.73975611827	-0.74278055849169	0.18443393720409	-4.02735293597158	5.64083274828578e-05	0.000210536552543138	"TDO2, kynA; tryptophan 2,3-dioxygenase "
"hpaD, hpcB; 3,4-dihydroxyphenylacetate 2,3-dioxygenase "	3.32131960391969	2.00182000298553	0.370810738382777	5.39849523160009	6.72021538698864e-08	3.85901212181843e-07	"hpaD, hpcB; 3,4-dihydroxyphenylacetate 2,3-dioxygenase "
"CDO1; cysteine dioxygenase "	4.9814120168458	3.12589423896228	0.299880080965515	10.4238141756462	1.93052373998145e-25	9.03357472378096e-24	"CDO1; cysteine dioxygenase "
"ALOX5; arachidonate 5-lipoxygenase "	1.60929070780165	1.44735803630044	0.351772743501038	4.11446896622954	3.88071761570402e-05	0.00014896693654316	"ALOX5; arachidonate 5-lipoxygenase "
"iaaM; tryptophan 2-monooxygenase "	3.87624527058096	1.49463603317135	0.307603203041543	4.8589742187096	1.17995495832149e-06	5.6665860678679e-06	"iaaM; tryptophan 2-monooxygenase "
"E1.13.12.4; lactate 2-monooxygenase "	4.80018806257427	1.18177733174875	0.314379639398402	3.75907719090907	0.000170541219716549	0.000569342208747111	"E1.13.12.4; lactate 2-monooxygenase "
"MIOX; inositol oxygenase "	15.1218674497867	0.968408912592454	0.246891208878653	3.92241148233198	8.76671052933318e-05	0.000310038194984912	"MIOX; inositol oxygenase "
"E1.14.11.1; gamma-butyrobetaine dioxygenase "	1.64767753769223	1.26260626102602	0.341811571838932	3.69386634347471	0.000220869925735386	0.000714608868293576	"E1.14.11.1; gamma-butyrobetaine dioxygenase "
"P4HA; prolyl 4-hydroxylase "	31.1748013766702	-2.49913941027356	0.428022564467124	-5.83880294578608	5.25772102265129e-09	3.49814529145142e-08	"P4HA; prolyl 4-hydroxylase "
"ASPH; aspartate beta-hydroxylase "	2.76892901090741	1.57362815808389	0.415517711819234	3.78715061553978	0.000152384737334591	0.000512048891862585	"ASPH; aspartate beta-hydroxylase "
"hpaB; 4-hydroxyphenylacetate 3-monooxygenase "	16.0429129720328	-1.40732998006655	0.209159068956418	-6.72851522570024	1.71403065144692e-11	1.64768107784252e-10	"hpaB; 4-hydroxyphenylacetate 3-monooxygenase "
"KMO; kynurenine 3-monooxygenase "	16.5692173222684	-2.31279053547405	0.301847393008127	-7.66211863692253	1.82890571151629e-14	2.54429094314625e-13	"KMO; kynurenine 3-monooxygenase "
"nos; nitric-oxide synthase, bacterial "	3.38987236016221	-1.29248464198048	0.336279469274633	-3.84348364997843	0.000121300084118695	0.000418271057417813	"nos; nitric-oxide synthase, bacterial "
"E1.14.14.1; unspecific monooxygenase "	9.79189085827181	-0.92310893276175	0.255296902950876	-3.61582503387977	0.0002993925514381	0.000950735067999172	"E1.14.14.1; unspecific monooxygenase "
"TYR; tyrosinase "	11.522841145517	-1.70362181773917	0.296205002601451	-5.75149576400443	8.84572979239878e-09	5.61485673593743e-08	"TYR; tyrosinase "
"SQLE, ERG1; squalene monooxygenase "	9.43384261708187	1.70574522952507	0.228280430700606	7.47214828835761	7.8896025446517e-14	1.01065451601398e-12	"SQLE, ERG1; squalene monooxygenase "
"ZDS, crtQ; zeta-carotene desaturase "	13.8542057689689	1.17841629378646	0.268314838911549	4.39191622262431	1.12355995443154e-05	4.65684359717598e-05	"ZDS, crtQ; zeta-carotene desaturase "
"sodN; nickel superoxide dismutase "	21.2643818941558	-2.07673763688249	0.235244320674902	-8.82800329004522	1.06560923605663e-18	2.55655910786128e-17	"sodN; nickel superoxide dismutase "
"rtpR; ribonucleoside-triphosphate reductase (thioredoxin) "	35.5650752765233	2.37730103837466	0.391480376362087	6.07259311556361	1.25861072373756e-09	8.97513087884391e-09	"rtpR; ribonucleoside-triphosphate reductase (thioredoxin) "
"E1.12.7.2S; ferredoxin hydrogenase small subunit "	8.36361876241243	3.28418951486145	0.409404223310872	8.02187502684278	1.04143069214598e-15	1.66100861378324e-14	"E1.12.7.2S; ferredoxin hydrogenase small subunit "
"COMT; catechol O-methyltransferase "	2.26840194060378	1.54085751697423	0.387193383032024	3.97955539660343	6.9044270683885e-05	0.00024947585233705	"COMT; catechol O-methyltransferase "
"trmA; tRNA (uracil-5-)-methyltransferase "	3.64411633846219	1.87611840118401	0.310858809114901	6.0352750064437	1.58692195790394e-09	1.11894796085331e-08	"trmA; tRNA (uracil-5-)-methyltransferase "
"ermC, ermA; 23S rRNA (adenine-N6)-dimethyltransferase "	14.2890100033678	-2.17710223636424	0.263720573960988	-8.25533709283637	1.51474104570798e-16	2.57551465489446e-15	"ermC, ermA; 23S rRNA (adenine-N6)-dimethyltransferase "
"rsmC; 16S rRNA (guanine1207-N2)-methyltransferase "	59.1260359881583	0.76687079281126	0.191922641917972	3.99572861829935	6.44955827316087e-05	0.000238675810082594	"rsmC; 16S rRNA (guanine1207-N2)-methyltransferase "
"E2.1.1.104; caffeoyl-CoA O-methyltransferase "	19.4335270170428	-1.43141788934828	0.303682024951101	-4.71354170395423	2.43447871476201e-06	1.10833396860961e-05	"E2.1.1.104; caffeoyl-CoA O-methyltransferase "
"xyoA, aldO; alditol oxidase "	23.380437798962	-0.881155519921683	0.225828898383	-3.90187228574825	9.5451518125977e-05	0.000335472685058524	"xyoA, aldO; alditol oxidase "
"E4.1.1.64; 2,2-dialkylglycine decarboxylase (pyruvate) "	13.8515500347742	-3.41783794452127	0.291504318099032	-11.7248278406639	9.50941714088134e-32	1.41690315399132e-29	"E4.1.1.64; 2,2-dialkylglycine decarboxylase (pyruvate) "
"OTC, argF, argI; ornithine carbamoyltransferase "	256.627793417762	0.467741546395797	0.0961850159915803	4.86293568258845	1.15657437023507e-06	5.5637417878258e-06	"OTC, argF, argI; ornithine carbamoyltransferase "
"nat; arylamine N-acetyltransferase "	2.26840194060378	1.54085751697423	0.387193383032024	3.97955539660343	6.9044270683885e-05	0.00024947585233705	"nat; arylamine N-acetyltransferase "
"plsB; glycerol-3-phosphate O-acyltransferase "	27.0007416031691	1.92493749065115	0.322344752767182	5.97167310504187	2.34832709761543e-09	1.62347106553096e-08	"plsB; glycerol-3-phosphate O-acyltransferase "
"ptb; phosphate butyryltransferase "	8.39022598675034	2.10159264050726	0.26520040018921	7.92454550976492	2.28982279420167e-15	3.47586505650667e-14	"ptb; phosphate butyryltransferase "
"E2.3.1.20; diacylglycerol O-acyltransferase "	6.84434886878197	-1.88753576962148	0.279508439207313	-6.75305466616514	1.44764364019336e-11	1.40592766565606e-10	"E2.3.1.20; diacylglycerol O-acyltransferase "
"catB; chloramphenicol O-acetyltransferase type B "	5.03958024718728	-1.69909297336759	0.32742730520466	-5.18922199327746	2.11174522450331e-07	1.11018583668874e-06	"catB; chloramphenicol O-acetyltransferase type B "
"kbl, GCAT; glycine C-acetyltransferase "	179.859765711182	0.693083622741865	0.157339971992498	4.4050066487549	1.05780633397047e-05	4.41038252057496e-05	"kbl, GCAT; glycine C-acetyltransferase "
"E2.3.1.37, ALAS; 5-aminolevulinate synthase "	98.5535837641225	1.17826858157075	0.151119076423409	7.79695462318371	6.34190320270117e-15	9.39996228630734e-14	"E2.3.1.37, ALAS; 5-aminolevulinate synthase "
"metA; homoserine O-succinyltransferase/O-acetyltransferase "	43.2044039178005	1.48541835165662	0.277982428860377	5.34356922394797	9.11340026915399e-08	5.11905479404265e-07	"metA; homoserine O-succinyltransferase/O-acetyltransferase "
"E2.3.1.54, pflD; formate C-acetyltransferase "	6.15277233534052	-1.54629135656052	0.302410922868883	-5.11321265082396	3.16725402964352e-07	1.64372065223113e-06	"E2.3.1.54, pflD; formate C-acetyltransferase "
"aacC; aminoglycoside 3-N-acetyltransferase "	35.6523822562931	2.20569327378812	0.346738838535999	6.361252414356	2.00115271982582e-10	1.70640462344183e-09	"aacC; aminoglycoside 3-N-acetyltransferase "
"aacA; aminoglycoside 6-N-acetyltransferase "	17.9563827775531	-0.889543136446789	0.205295492483508	-4.33298912550771	1.47098378387303e-05	6.00917040713501e-05	"aacA; aminoglycoside 6-N-acetyltransferase "
"nhoA; N-hydroxyarylamine O-acetyltransferase "	74.174699546326	1.89193433424004	0.185609226803453	10.1931049809472	2.12855082627332e-24	9.34252308399966e-23	"nhoA; N-hydroxyarylamine O-acetyltransferase "
"lpxA; UDP-N-acetylglucosamine acyltransferase "	261.893214733044	0.365928453844229	0.0695681672230983	5.25999847991873	1.44056592492736e-07	7.78290483486519e-07	"lpxA; UDP-N-acetylglucosamine acyltransferase "
"ATE1; arginyl-tRNA---protein transferase "	162.549566357643	0.463681671376242	0.115315055960792	4.02099853755349	5.79519648315606e-05	0.000216013182933704	"ATE1; arginyl-tRNA---protein transferase "
"UGCG; ceramide glucosyltransferase "	63.7660824844003	0.990278572445417	0.206182575367323	4.80292076418773	1.56367774792761e-06	7.40262826819912e-06	"UGCG; ceramide glucosyltransferase "
"ALG5; dolichyl-phosphate beta-glucosyltransferase "	2.04011159581586	1.44884268621592	0.356128268471619	4.06831699273371	4.73539316181584e-05	0.000179343117606697	"ALG5; dolichyl-phosphate beta-glucosyltransferase "
"lpxB; lipid-A-disaccharide synthase "	251.730420682252	0.39867100301044	0.0722852486486508	5.51524703121958	3.48290389792186e-08	2.05632970490444e-07	"lpxB; lipid-A-disaccharide synthase "
"hasA; hyaluronan synthase "	17.3782581761528	-1.8671113117729	0.275570719335233	-6.775434328716	1.24033073608944e-11	1.2087353920376e-10	"hasA; hyaluronan synthase "
"udp, UPP; uridine phosphorylase "	16.0346908937463	-1.57847998259946	0.266037993982362	-5.93328779461519	2.9692770032731e-09	2.03782380515543e-08	"udp, UPP; uridine phosphorylase "
"gpt; xanthine phosphoribosyltransferase "	60.0285004497997	1.09195655667831	0.202920397398502	5.38120647641889	7.39882695205171e-08	4.22726117078878e-07	"gpt; xanthine phosphoribosyltransferase "
"rlmH; 23S rRNA (pseudouridine1915-N3)-methyltransferase "	197.855438357046	0.387504941116889	0.101542354280858	3.81619023767246	0.000135528028691449	0.000461708603159436	"rlmH; 23S rRNA (pseudouridine1915-N3)-methyltransferase "
"E2.4.-.-; glycosyltransferase "	16.1628664112849	-1.2449940809921	0.306432006493894	-4.06287220201623	4.84725705570273e-05	0.000183212079101394	"E2.4.-.-; glycosyltransferase "
"GST, gst; glutathione S-transferase "	1299.26539913328	0.494295984136399	0.121673894730015	4.06246537298084	4.85571522824356e-05	0.000183409337040127	"GST, gst; glutathione S-transferase "
"AGPS, agpS; alkyldihydroxyacetonephosphate synthase "	43.3395811552677	0.90609154709991	0.247851184529089	3.65578864923104	0.000256392531438836	0.000822024073050221	"AGPS, agpS; alkyldihydroxyacetonephosphate synthase "
"hepST; heptaprenyl diphosphate synthase "	39.2251790567995	-1.68098194880082	0.201021111915898	-8.36221595224338	6.15510445133355e-17	1.078953603822e-15	"hepST; heptaprenyl diphosphate synthase "
"hss; homospermidine synthase "	24.5742563965224	-1.05937249735787	0.223907395026781	-4.73129749569533	2.23089295875231e-06	1.0362031117683e-05	"hss; homospermidine synthase "
"aspC; aspartate aminotransferase "	35.4284969215369	2.39001243604188	0.344176214726049	6.94415341264718	3.80736579036868e-12	4.05975614031402e-11	"aspC; aspartate aminotransferase "
"E2.6.1.11, argD; acetylornithine aminotransferase "	94.5543981549089	-0.907919760571005	0.185181344285628	-4.90286839677872	9.44472627296695e-07	4.61398103171172e-06	"E2.6.1.11, argD; acetylornithine aminotransferase "
"rocD, OAT; ornithine--oxo-acid transaminase "	61.0490651080899	-1.09014516379337	0.198323061419703	-5.49681492404122	3.86712181598361e-08	2.27369093687427e-07	"rocD, OAT; ornithine--oxo-acid transaminase "
"argD; acetylornithine/N-succinyldiaminopimelate aminotransferase "	177.807241841469	0.73990822858389	0.103015971629274	7.18246129101819	6.84674504513982e-13	8.12710072234416e-12	"argD; acetylornithine/N-succinyldiaminopimelate aminotransferase "
"ectB, dat; diaminobutyrate-2-oxoglutarate transaminase "	6.33454407429943	1.62362102763454	0.285872460692443	5.67952933871907	1.35065882244113e-08	8.39454473398649e-08	"ectB, dat; diaminobutyrate-2-oxoglutarate transaminase "
"galK; galactokinase "	93.2421976010821	-1.11750500599526	0.143397462373391	-7.79305984568544	6.54056233939359e-15	9.66910286309309e-14	"galK; galactokinase "
"araB; L-ribulokinase "	67.596332781549	-0.99285750967312	0.172284857638313	-5.76288318824561	8.26890276781536e-09	5.26642603727453e-08	"araB; L-ribulokinase "
"E2.7.1.20, ADK; adenosine kinase "	72.1770942091967	-1.51951602243514	0.302868711135123	-5.01707824733741	5.24632045912773e-07	2.63572905408884e-06	"E2.7.1.20, ADK; adenosine kinase "
"coaA; type I pantothenate kinase "	69.1701097873056	0.916844910694974	0.181640375083529	5.04758322742592	4.47433876894978e-07	2.27208126545234e-06	"coaA; type I pantothenate kinase "
"lyxK; L-xylulokinase "	27.9050252033173	-2.26422292410471	0.318208735737047	-7.11552723045215	1.11485831479154e-12	1.29883287620364e-11	"lyxK; L-xylulokinase "
"NAGK, nagK; N-acetylglucosamine kinase "	39.3123126501109	1.50601591101412	0.328432576535991	4.58546447157651	4.52978300952116e-06	1.97289472306991e-05	"NAGK, nagK; N-acetylglucosamine kinase "
"ppgK; polyphosphate glucokinase "	42.6200882544555	-0.7187851109169	0.191436190733429	-3.75469814857418	0.000173550503120116	0.000578706094620788	"ppgK; polyphosphate glucokinase "
"dgkA; undecaprenol kinase "	10.8782147039049	1.35421632341854	0.223135212044672	6.06903908625333	1.28677829231795e-09	9.1644511837789e-09	"dgkA; undecaprenol kinase "
"pfp, PFP; diphosphate-dependent phosphofructokinase "	13.6643091324921	-1.48917433034991	0.299846778556256	-4.96645099046983	6.8189275546525e-07	3.37784495314457e-06	"pfp, PFP; diphosphate-dependent phosphofructokinase "
"dgkA, DGK; diacylglycerol kinase (ATP) "	93.6340696484744	-0.913025279666785	0.198775599403991	-4.59324626566037	4.36403553553314e-06	1.91247439645423e-05	"dgkA, DGK; diacylglycerol kinase (ATP) "
