"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"Functional_Group"
"Mineral absorption"	111.967384346268	1.11475882442717	0.123668829578242	9.0140646453025	1.98557574129598e-19	4.25996249950774e-18	"Mineral absorption"
"mRNA surveillance pathway"	62.8700015788276	1.75349310389523	0.410631035303094	4.27024007720446	1.95262664942552e-05	6.22729580087059e-05	"mRNA surveillance pathway"
"N-Glycan biosynthesis"	190.393929282763	-0.794872962983574	0.151638470366374	-5.24189515406663	1.58935676425359e-07	7.07713578044995e-07	"N-Glycan biosynthesis"
"Naphthalene degradation"	852.086948555982	0.593229077351111	0.0754566343224238	7.86185446353546	3.78487638980069e-15	5.95487218661976e-14	"Naphthalene degradation"
"Nitrogen metabolism"	2391.03510415673	0.25155819225086	0.0429889686933678	5.8516917222457	4.86597930628819e-09	2.87092779071003e-08	"Nitrogen metabolism"
"Novobiocin biosynthesis"	576.177617129672	-0.210401753017928	0.0316487797213916	-6.64802102545887	2.97059880265222e-11	2.5037904193783e-10	"Novobiocin biosynthesis"
"Other ion-coupled transporters"	3659.38713795528	0.597280989816154	0.0472808555016028	12.6326180751088	1.39556451743038e-36	3.29353226113569e-34	"Other ion-coupled transporters"
"Other transporters"	954.157908948423	0.27438596236759	0.0524239175573074	5.23398431770469	1.6589453393587e-07	7.2502055571973e-07	"Other transporters"
"Others"	2416.34577648632	0.207828328007122	0.0299999816240319	6.92761517695858	4.2799406091534e-12	4.20860826566751e-11	"Others"
"Oxidative phosphorylation"	4997.53242248722	-0.137906290569459	0.0248457241482906	-5.55050397188552	2.84847239285982e-08	1.4938655215887e-07	"Oxidative phosphorylation"
"Pancreatic secretion"	63.1159622047399	1.53236231264213	0.418018594513231	3.66577547686968	0.000246590204564473	0.00060620091955433	"Pancreatic secretion"
"Peptidases"	5541.72369277118	-0.0981348684729257	0.0230550307570912	-4.25654901556537	2.07606537892963e-05	6.53268572569855e-05	"Peptidases"
"Phenylalanine, tyrosine and tryptophan biosynthesis"	2647.13396400626	-0.0912848612718232	0.0234576951462076	-3.89146762726947	9.96396851202987e-05	0.000281073689113553	"Phenylalanine, tyrosine and tryptophan biosynthesis"
"Phosphonate and phosphinate metabolism"	269.856248782787	0.715987697480098	0.0730849763685444	9.79664676731369	1.16385240944053e-22	4.57781947713275e-21	"Phosphonate and phosphinate metabolism"
"Photosynthesis"	1069.74313278658	-0.238710078935158	0.0341928135588182	-6.98129384774174	2.92473843522828e-12	3.00103595962554e-11	"Photosynthesis"
"Polycyclic aromatic hydrocarbon degradation"	339.405786375682	0.765886905042135	0.105672111897801	7.24776756409345	4.2369689278703e-13	5.26276140514416e-12	"Polycyclic aromatic hydrocarbon degradation"
"Pores ion channels"	1623.18706227707	0.559041854460387	0.0503505137896577	11.1030019831738	1.21299881442166e-28	1.43133860101755e-26	"Pores ion channels"
"PPAR signaling pathway"	911.769047281651	0.242069141301015	0.0527551792826105	4.58853793301025	4.46361206199781e-06	1.54913595092865e-05	"PPAR signaling pathway"
"Protein export"	1938.62716622712	-0.112349643960921	0.0307403871808488	-3.65478948914849	0.000257393086673391	0.000626234726339384	"Protein export"
"Protein folding and associated processing"	2875.85122695176	0.0843836879647178	0.023225295962581	3.63326642212314	0.000279855789661086	0.000673938432245064	"Protein folding and associated processing"
"Protein kinases"	1728.33556326689	0.215454197030977	0.0576190622656785	3.73928676654835	0.000184543111252242	0.000494911071085558	"Protein kinases"
"Proximal tubule bicarbonate reclamation"	212.728742879265	0.535889124262794	0.0828450475742761	6.46857162804251	9.89336193074313e-11	7.07525277471327e-10	"Proximal tubule bicarbonate reclamation"
"Ribosome"	6466.01613045377	-0.194397416686199	0.0372264514183161	-5.22202383734464	1.76978180581163e-07	7.59397283948265e-07	"Ribosome"
"RIG-I-like receptor signaling pathway"	89.4454684940529	1.26177371479306	0.25803246401403	4.88998048991406	1.00845972455682e-06	3.77772214278429e-06	"RIG-I-like receptor signaling pathway"
"RNA degradation"	1407.23343951014	-0.121352297265336	0.0242540448378268	-5.00338389232604	5.63326007265198e-07	2.25330402906079e-06	"RNA degradation"
"RNA polymerase"	561.32014066191	-0.327739754006386	0.0344016454064834	-9.52686274548427	1.62108144947022e-21	4.78219027593716e-20	"RNA polymerase"
"Salivary secretion"	63.1159622047399	1.53236231264213	0.418018594513231	3.66577547686968	0.000246590204564473	0.00060620091955433	"Salivary secretion"
"Secondary bile acid biosynthesis"	75.2806624567596	1.45710570515666	0.282923517550652	5.15017527624156	2.60243138165893e-07	1.07749790538861e-06	"Secondary bile acid biosynthesis"
"Selenocompound metabolism"	1229.60795086713	-0.118077764354616	0.0220291522307212	-5.36006847280976	8.31904145536142e-08	4.09019538221936e-07	"Selenocompound metabolism"
"Signal transduction mechanisms"	1591.78410046886	0.21602974365184	0.0572504612472274	3.77341490261447	0.000161028160965587	0.000441891232417192	"Signal transduction mechanisms"
"Sporulation"	270.181482749703	-1.06860914320827	0.164130579243362	-6.51072547318445	7.47887167972875e-11	5.69359263359996e-10	"Sporulation"
"Steroid biosynthesis"	152.975711385981	-1.66615604510324	0.236983481110852	-7.03068432151129	2.05523020592498e-12	2.30968727903951e-11	"Steroid biosynthesis"
"Streptomycin biosynthesis"	1148.10230663911	-0.158133048865768	0.0417492186179803	-3.78768882629253	0.000152055117414494	0.000422176561292008	"Streptomycin biosynthesis"
"Styrene degradation"	548.237593319998	0.385886098528002	0.0940026309843785	4.10505636371102	4.04216312374103e-05	0.000123889674961413	"Styrene degradation"
"Sulfur metabolism"	1261.97695471574	0.0959054298667045	0.0216503913171753	4.42973193702151	9.43502920933894e-06	3.18095270486284e-05	"Sulfur metabolism"
"Synthesis and degradation of ketone bodies"	774.311247371243	0.300572299234913	0.0524558778411423	5.73000227248448	1.00429289057944e-08	5.78080785796947e-08	"Synthesis and degradation of ketone bodies"
"Tetracycline biosynthesis"	527.67044322691	-0.352555554981923	0.0476011301559891	-7.40645345660065	1.29721740645442e-13	1.80084298778378e-12	"Tetracycline biosynthesis"
"Thiamine metabolism"	1016.2067958811	-0.149533775960206	0.0314010411118196	-4.7620642712996	1.91622627822946e-06	6.95737541018696e-06	"Thiamine metabolism"
"Toluene degradation"	854.609140503793	0.311874389521899	0.0332305698707259	9.38516524799778	6.28178595939066e-21	1.64722387379577e-19	"Toluene degradation"
"Transcription factors"	5166.20070895415	0.280321823728303	0.0465263434187473	6.02501299544098	1.69096036541379e-09	1.05017538483593e-08	"Transcription factors"
"Transcription machinery"	2763.89401305103	-0.263689424906993	0.0282910719214965	-9.32058798050111	1.15697342924683e-20	2.73045729302251e-19	"Transcription machinery"
"Translation factors"	1590.29037165376	-0.161524339526955	0.0246925030562748	-6.54143239990036	6.09323757247604e-11	4.79334689034782e-10	"Translation factors"
"Tryptophan metabolism"	1873.66347638198	0.151693466972127	0.0384534884005112	3.94485580585481	7.98480120036943e-05	0.000229806473571608	"Tryptophan metabolism"
"Tyrosine metabolism"	1584.73973773683	0.257904647274728	0.0414700717946979	6.21905475716351	5.00158753459039e-10	3.27881849489815e-09	"Tyrosine metabolism"
"Valine, leucine and isoleucine degradation"	3171.55016973347	0.16185853747647	0.0361590160827363	4.47629816879192	7.59483979586563e-06	2.59765535046998e-05	"Valine, leucine and isoleucine degradation"
"Xylene degradation"	210.126941390796	0.790931895066537	0.162018240714066	4.88174597860492	1.05150653206291e-06	3.87743033698198e-06	"Xylene degradation"
