"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"Functional_Group"
"Biosynthesis and biodegradation of secondary metabolites"	399.644585489809	0.573240644678474	0.0849178674535794	6.75053038739859	1.47305663705332e-11	4.51482293954006e-11	"Biosynthesis and biodegradation of secondary metabolites"
"Biosynthesis of ansamycins"	335.322623454625	0.422934060956073	0.0698864203711112	6.0517344959179	1.43294502806265e-09	3.59760666619985e-09	"Biosynthesis of ansamycins"
"Biosynthesis of vancomycin group antibiotics"	223.37329319251	-0.239086829987491	0.0659925836195644	-3.62293483409869	0.000291279224564217	0.000494546021562268	"Biosynthesis of vancomycin group antibiotics"
"Biotin metabolism"	480.028186748993	-0.505634796685246	0.0617297842856883	-8.19109936210283	2.58850776281045e-16	1.11070514913321e-15	"Biotin metabolism"
"Bisphenol degradation"	293.365120212545	0.471422344736422	0.0906286826870408	5.20169035628972	1.97484057363246e-07	4.23693068524783e-07	"Bisphenol degradation"
"Butanoate metabolism"	3190.09380243895	0.279817772971596	0.0338928350696897	8.25595652875426	1.50690469659379e-16	6.83902900761797e-16	"Butanoate metabolism"
"Butirosin and neomycin biosynthesis"	244.491679706735	-0.846066222492587	0.082656656231305	-10.2359115535108	1.36899824025809e-24	1.24262917192657e-23	"Butirosin and neomycin biosynthesis"
"Caffeine metabolism"	73.6637382905628	1.49726530762667	0.251944441624412	5.94283921476121	2.80127171279566e-09	6.61100124219776e-09	"Caffeine metabolism"
"Caprolactam degradation"	572.634095296594	0.428193915181186	0.0622070695899276	6.88336419001673	5.84553268376217e-12	1.8393942844905e-11	"Caprolactam degradation"
"Carbohydrate digestion and absorption"	82.4914675132718	1.04974338588971	0.258298837091316	4.06406547435825	4.82252883985769e-05	8.5572692195971e-05	"Carbohydrate digestion and absorption"
"Carbohydrate metabolism"	446.165719438704	0.289560953563781	0.0627207821319341	4.61666681634622	3.89952583111541e-06	7.36230476914589e-06	"Carbohydrate metabolism"
"Carotenoid biosynthesis"	258.460869530165	0.750937001010596	0.126289876048361	5.94613776264249	2.7454311414397e-09	6.54466413514919e-09	"Carotenoid biosynthesis"
"Cell cycle - Caulobacter"	2038.13981156456	-0.228779762674771	0.0471698182581165	-4.85013025538646	1.23380424479392e-06	2.46760848958783e-06	"Cell cycle - Caulobacter"
"Cell division"	348.552243789417	0.240521058176235	0.046682589491262	5.15226470505145	2.57359418861344e-07	5.47178584245741e-07	"Cell division"
"Cell motility and secretion"	1062.74347293266	-0.232393937804162	0.0461237761200052	-5.0384846461729	4.69232053618259e-07	9.71392672402712e-07	"Cell motility and secretion"
"Cellular antigens"	367.159981519493	0.310287787701409	0.0358981367253973	8.64356247999595	5.44869040447726e-18	2.85753541212585e-17	"Cellular antigens"
"Chloroalkane and chloroalkene degradation"	974.409500321766	0.175624169887931	0.0425813638601092	4.12443740564305	3.71642041274465e-05	6.69523066723463e-05	"Chloroalkane and chloroalkene degradation"
"Chlorocyclohexane and chlorobenzene degradation"	507.94168971972	0.464328560268314	0.0633307851782854	7.3317985709661	2.27084237088057e-13	8.11998181102751e-13	"Chlorocyclohexane and chlorobenzene degradation"
"Chromosome"	4558.37477583935	0.195008528205642	0.0243327488099115	8.01424161853054	1.10818664714064e-15	4.5091732538826e-15	"Chromosome"
"Cyanoamino acid metabolism"	914.324766430061	0.318096970112065	0.0351710120705661	9.04429390527189	1.50635535452601e-19	9.87499621300387e-19	"Cyanoamino acid metabolism"
"Cytoskeleton proteins"	905.29274971965	0.254811500555962	0.0320800843290477	7.94298100785343	1.97379176366166e-15	7.89516705464666e-15	"Cytoskeleton proteins"
"D-Glutamine and D-glutamate metabolism"	486.159815112178	0.336377621630161	0.0339342624086775	9.91262510966333	3.66877576239998e-23	2.88610359975465e-22	"D-Glutamine and D-glutamate metabolism"
"Dioxin degradation"	258.064479748087	1.01912220294774	0.114587450943378	8.8938378029836	5.90338444586324e-19	3.48299682305931e-18	"Dioxin degradation"
"Drug metabolism - cytochrome P450"	876.605992025176	0.479618244862127	0.0693099106976224	6.91990856768742	4.51935238771696e-12	1.44130697770433e-11	"Drug metabolism - cytochrome P450"
"Drug metabolism - other enzymes"	730.791313807141	0.184957226420878	0.0372931160415623	4.9595540961165	7.06551710835847e-07	1.43746727376948e-06	"Drug metabolism - other enzymes"
"Endocytosis"	69.0082451882594	2.16793054514144	0.338176005329025	6.41065750076554	1.44893377597539e-10	4.11985989313485e-10	"Endocytosis"
"Energy metabolism"	2905.72723329499	0.297060670605649	0.0499322268211896	5.94927744098899	2.69328782034566e-09	6.48587679185281e-09	"Energy metabolism"
"Ethylbenzene degradation"	363.665786633453	0.935600746670042	0.0786139508301914	11.9012050251866	1.16650453923286e-32	1.96639336613539e-31	"Ethylbenzene degradation"
"Fatty acid biosynthesis"	2273.65834679336	-0.371433334401862	0.0263497262341304	-14.0962881777781	4.00276489269381e-45	1.34950359239391e-43	"Fatty acid biosynthesis"
"Fatty acid metabolism"	2440.424743613	0.352009701091778	0.0480819435375316	7.32103727914009	2.46061464893656e-13	8.66723965894073e-13	"Fatty acid metabolism"
"Fc gamma R-mediated phagocytosis"	69.0082451882594	2.16793054514144	0.338176005329025	6.41065750076554	1.44893377597539e-10	4.11985989313485e-10	"Fc gamma R-mediated phagocytosis"
"Fluorobenzoate degradation"	444.175585031795	1.17551610231989	0.0936419180322672	12.5533108144456	3.8123021696532e-36	8.99703312038155e-35	"Fluorobenzoate degradation"
"Folate biosynthesis"	1572.81136046641	-0.183373817234877	0.0221493600291434	-8.27896684119086	1.24248525441434e-16	5.74953960866243e-16	"Folate biosynthesis"
"Function unknown"	6217.58470758908	0.458101664729612	0.0350676287940893	13.0633772650983	5.33092825981054e-39	1.39788785479476e-37	"Function unknown"
"Galactose metabolism"	1390.43823573538	-0.436020166818705	0.0729628762156288	-5.97591802069488	2.2879804279054e-09	5.56663279366675e-09	"Galactose metabolism"
"General function prediction only"	12415.1778843661	0.241489924474006	0.0294418882304949	8.2022566821607	2.35915898353763e-16	1.03103985206459e-15	"General function prediction only"
"Geraniol degradation"	955.207031119834	0.731352582780839	0.0801337655663972	9.1266468961184	7.06537132536439e-20	4.76407895081713e-19	"Geraniol degradation"
"Germination"	74.6299010471431	-3.49266787131388	0.392028369884209	-8.90922223905756	5.13918039583859e-19	3.10986300876386e-18	"Germination"
"Glutamatergic synapse"	388.954186129729	0.511759710424945	0.0681762032243242	7.50642726085921	6.07628749704234e-14	2.20615976815691e-13	"Glutamatergic synapse"
"Glutathione metabolism"	1849.28313357913	0.296531351742027	0.0354619313515865	8.36196282718144	6.16832819974305e-17	2.91145091027872e-16	"Glutathione metabolism"
"Glycan biosynthesis and metabolism"	306.40937514209	0.592310258848908	0.0752834670298315	7.86773354386297	3.6112370022462e-15	1.42041988755017e-14	"Glycan biosynthesis and metabolism"
"Glycerolipid metabolism"	1217.48686211268	0.122415798529602	0.028441657613587	4.30410210940455	1.67664326152535e-05	3.04375238246141e-05	"Glycerolipid metabolism"
"Glycerophospholipid metabolism"	1886.75733377155	0.133350565228221	0.0235780597292679	5.65570563309289	1.5520728021595e-08	3.42326337672562e-08	"Glycerophospholipid metabolism"
"Glyoxylate and dicarboxylate metabolism"	3066.89588051571	0.312826925127661	0.0387311241532254	8.07688730877205	6.64408932324418e-16	2.75088610576426e-15	"Glyoxylate and dicarboxylate metabolism"
"GnRH signaling pathway"	69.0082451882594	2.16793054514144	0.338176005329025	6.41065750076554	1.44893377597539e-10	4.11985989313485e-10	"GnRH signaling pathway"
"Inorganic ion transport and metabolism"	1457.21229191226	0.411830369350891	0.0427505446288838	9.63333620485957	5.78210663984451e-22	4.37511066043662e-21	"Inorganic ion transport and metabolism"
"Limonene and pinene degradation"	733.28995128581	0.27197562334937	0.0561184991769366	4.84645219202771	1.25688858209793e-06	2.49265298634547e-06	"Limonene and pinene degradation"
"Linoleic acid metabolism"	196.394772382714	1.18103347756178	0.104831394067872	11.266028541003	1.93084094713633e-29	2.27839231762086e-28	"Linoleic acid metabolism"
"Lipid biosynthesis proteins"	3324.96730605733	-0.0785928120040777	0.0226634413604617	-3.4678233880751	0.000524692001872981	0.000878207889659741	"Lipid biosynthesis proteins"
"Lipid metabolism"	546.85594689832	0.413470904513393	0.0650324796599184	6.3579138712779	2.04512078276402e-10	5.67821770273304e-10	"Lipid metabolism"
"Lipoic acid metabolism"	339.518414711039	-0.257528599151083	0.0522507966041735	-4.9287018741933	8.27777740381877e-07	1.66970552760789e-06	"Lipoic acid metabolism"
"Lipopolysaccharide biosynthesis"	1444.24925367265	-0.29808688313438	0.0621714056974042	-4.79459777031913	1.63001552749492e-06	3.17920383875043e-06	"Lipopolysaccharide biosynthesis"
"Lysine biosynthesis"	2040.7016808825	-0.117289552963982	0.0190613715140231	-6.15325885011447	7.59067612402831e-10	2.01280850030414e-09	"Lysine biosynthesis"
"Lysine degradation"	1452.42125823423	0.21666165598933	0.0338411452065681	6.40231453949965	1.53038972452646e-10	4.29966636890768e-10	"Lysine degradation"
"MAPK signaling pathway - yeast"	192.710961368748	0.544444343501718	0.0808130373023745	6.73708552080025	1.61595078905105e-11	4.88928700276984e-11	"MAPK signaling pathway - yeast"
"Melanogenesis"	67.8828597793803	2.34083342358656	0.309862480325062	7.55442679323713	4.20708511545514e-14	1.55136263632408e-13	"Melanogenesis"
"Membrane and intracellular structural molecules"	2498.17387067226	0.506619227749638	0.0449970076855938	11.2589537350911	2.09227964233784e-29	2.35132378853205e-28	"Membrane and intracellular structural molecules"
"Metabolism of xenobiotics by cytochrome P450"	834.149129223888	0.494849988723083	0.0711178060274913	6.9581728734966	3.44714067930451e-12	1.11441808262447e-11	"Metabolism of xenobiotics by cytochrome P450"
"Methane metabolism"	2931.77336224618	0.234782133203294	0.0271212741310737	8.65675159908126	4.85398918889408e-18	2.60350329222501e-17	"Methane metabolism"
"Mineral absorption"	111.967384346268	1.44194118278231	0.118819838876467	12.1355254847757	6.84690448648174e-34	1.24297650677669e-32	"Mineral absorption"
"N-Glycan biosynthesis"	190.393929282763	-1.03046985826835	0.144796210452162	-7.11669079632989	1.105491078117e-12	3.67459006247339e-12	"N-Glycan biosynthesis"
"Naphthalene degradation"	852.086948555982	0.816487090398502	0.0720313713583387	11.3351595978463	8.78717686396725e-30	1.1520965221646e-28	"Naphthalene degradation"
"Nitrogen metabolism"	2391.03510415673	0.317671489455607	0.0410334579376021	7.74176746056055	9.80441880441726e-15	3.67276640927377e-14	"Nitrogen metabolism"
"Novobiocin biosynthesis"	576.177617129672	-0.181600383616441	0.0303850038199116	-5.97664508099999	2.27779702929415e-09	5.56663279366675e-09	"Novobiocin biosynthesis"
"Nucleotide excision repair"	1339.75528064679	-0.161892680092515	0.0277727865786598	-5.82918388956009	5.5699099049313e-09	1.27621236656678e-08	"Nucleotide excision repair"
"One carbon pool by folate"	1562.96491706129	-0.105466973631648	0.0207508382888858	-5.08254038527864	3.72420094856144e-07	7.77797720230531e-07	"One carbon pool by folate"
"Other ion-coupled transporters"	3659.38713795528	0.768687201346395	0.0451022095748845	17.0432271188426	3.92465305127993e-65	9.26218120102064e-63	"Other ion-coupled transporters"
"Other transporters"	954.157908948423	0.429810235650788	0.0500906160325546	8.58065381690351	9.43353909521043e-18	4.73684090738226e-17	"Other transporters"
"Others"	2416.34577648632	0.305608312341505	0.0286692891201304	10.6597799150492	1.56968451612486e-26	1.61063280784985e-25	"Others"
"Oxidative phosphorylation"	4997.53242248722	-0.203303933434268	0.0237248980870618	-8.5692226237692	1.04185949102457e-17	5.12247583087081e-17	"Oxidative phosphorylation"
"Pantothenate and CoA biosynthesis"	2156.42560664264	-0.163893822033515	0.0245313292754878	-6.68100045427549	2.37316492194907e-11	7.00083651974977e-11	"Pantothenate and CoA biosynthesis"
"Peptidases"	5541.72369277118	-0.13030676725724	0.0220171276086799	-5.91842721599471	3.25034785212241e-09	7.59487220891969e-09	"Peptidases"
"Peroxisome"	756.235195164305	0.213208192766357	0.0426605024705455	4.99778906527331	5.79913689387379e-07	1.19008374517758e-06	"Peroxisome"
"Phenylalanine metabolism"	1617.66845624236	0.376774754680618	0.0412349663330365	9.13726354564173	6.40525384281793e-20	4.44599972619127e-19	"Phenylalanine metabolism"
"Phenylalanine, tyrosine and tryptophan biosynthesis"	2647.13396400626	-0.174459803464727	0.0224266135585828	-7.77914164387785	7.3018271726436e-15	2.82496920121949e-14	"Phenylalanine, tyrosine and tryptophan biosynthesis"
"Phosphatidylinositol signaling system"	477.292707423916	0.115521014205506	0.0295180764690578	3.91356849849618	9.09420869207052e-05	0.000158980240839159	"Phosphatidylinositol signaling system"
"Phosphonate and phosphinate metabolism"	269.856248782787	0.987992321484769	0.0700300912014835	14.1081113066413	3.38523408863541e-45	1.33152540819659e-43	"Phosphonate and phosphinate metabolism"
"Phosphotransferase system (PTS)"	478.824225504059	-0.343985295014548	0.0995802967427297	-3.45435097369965	0.000551618986639758	0.000916775217232273	"Phosphotransferase system (PTS)"
"Photosynthesis"	1069.74313278658	-0.37105740798717	0.0327010034711306	-11.3469731384466	7.67746394611382e-30	1.06581264193109e-28	"Photosynthesis"
"Photosynthesis proteins"	1159.41136043562	-0.185071260833596	0.032073791185177	-5.77017103357358	7.91911159196034e-09	1.77991460543109e-08	"Photosynthesis proteins"
"Polycyclic aromatic hydrocarbon degradation"	339.405786375682	1.23517130069343	0.100995006149024	12.2300235208745	2.14876406745036e-34	4.61007563562078e-33	"Polycyclic aromatic hydrocarbon degradation"
"Polyketide sugar unit biosynthesis"	628.906655571124	-0.257135758261909	0.0442776162086162	-5.80735324707636	6.34681389483443e-09	1.44023853767397e-08	"Polyketide sugar unit biosynthesis"
"Pores ion channels"	1623.18706227707	0.795704500732721	0.0480753061675898	16.5512102608126	1.56916224180736e-61	1.85161144533268e-59	"Pores ion channels"
"Porphyrin and chlorophyll metabolism"	2948.63439032299	0.1314826592957	0.0338892621132158	3.87977344730755	0.000104553801982128	0.000181431597557223	"Porphyrin and chlorophyll metabolism"
"PPAR signaling pathway"	911.769047281651	0.3549163010901	0.0504055442253706	7.04121553579934	1.90569948932603e-12	6.24645943723531e-12	"PPAR signaling pathway"
"Prenyltransferases"	857.203196344736	-0.227171811022111	0.0371485818024034	-6.11522163162132	9.64228595519965e-10	2.50063679717266e-09	"Prenyltransferases"
"Primary bile acid biosynthesis"	106.436654336796	0.48806276930989	0.142065784983763	3.43547018985374	0.000591526537718108	0.00097622561469562	"Primary bile acid biosynthesis"
"Protein export"	1938.62716622712	-0.227534588640284	0.0293744260163177	-7.74600969271322	9.48252757317383e-15	3.60947823753069e-14	"Protein export"
"Protein folding and associated processing"	2875.85122695176	0.158442080865608	0.022211401016207	7.13336726260524	9.79427603467198e-13	3.30207020597513e-12	"Protein folding and associated processing"
"Protein kinases"	1728.33556326689	0.368270806897248	0.0549878977111852	6.69730653882294	2.12295998636786e-11	6.34200704788374e-11	"Protein kinases"
"Protein processing in endoplasmic reticulum"	196.578311065025	-0.884398264154114	0.140663319643688	-6.28734105233951	3.22949384467516e-10	8.76046606141767e-10	"Protein processing in endoplasmic reticulum"
"Proximal tubule bicarbonate reclamation"	212.728742879265	0.576631265856536	0.0792841346913363	7.27297167461609	3.51664082848142e-13	1.22048122870826e-12	"Proximal tubule bicarbonate reclamation"
"Pyrimidine metabolism"	4842.67940956399	-0.170256815590816	0.0289228825794326	-5.88657839076826	3.94272792106879e-09	9.12239009188465e-09	"Pyrimidine metabolism"
"Pyruvate metabolism"	3863.72386937666	0.0903690151377088	0.0205605690446203	4.39525846495741	1.10641027130696e-05	2.03994393772221e-05	"Pyruvate metabolism"
"Ribosome"	6466.01613045377	-0.341972091699058	0.0355085368291054	-9.63070073387967	5.93235343788017e-22	4.37511066043662e-21	"Ribosome"
"Ribosome biogenesis in eukaryotes"	238.790971073867	0.19718849504987	0.0497348017072147	3.96479905983551	7.34577998680562e-05	0.000129373438573591	"Ribosome biogenesis in eukaryotes"
"RIG-I-like receptor signaling pathway"	89.4454684940529	1.68369029211069	0.2468710265192	6.82012108042879	9.09638106125862e-12	2.82466569796978e-11	"RIG-I-like receptor signaling pathway"
"RNA degradation"	1407.23343951014	-0.190758266900456	0.0232252965547983	-8.21338347393657	2.15041404194831e-16	9.57542856414717e-16	"RNA degradation"
"RNA polymerase"	561.32014066191	-0.524530998461254	0.0329498728438038	-15.9190598685388	4.673463248668e-57	2.2058746533713e-55	"RNA polymerase"
"RNA transport"	191.693831436053	-0.451722692913155	0.123893001674087	-3.64607110013733	0.000266280328705388	0.000455377953438199	"RNA transport"
"Selenocompound metabolism"	1229.60795086713	-0.186926753986725	0.0211193556079967	-8.85096863068809	8.67629451362583e-19	4.99415976881877e-18	"Selenocompound metabolism"
"Sporulation"	270.181482749703	-2.576808789502	0.156539726840202	-16.4610533154464	6.9873890258119e-61	5.49674603363869e-59	"Sporulation"
"Steroid biosynthesis"	152.975711385981	-2.25277828273594	0.226191618905078	-9.9596010393353	2.28979737179767e-23	1.86342130946293e-22	"Steroid biosynthesis"
"Steroid hormone biosynthesis"	188.242660226435	-0.886410687574736	0.194544268931102	-4.55634438601046	5.20515690987452e-06	9.74934151373322e-06	"Steroid hormone biosynthesis"
"Streptomycin biosynthesis"	1148.10230663911	-0.286340205119645	0.0398894837824197	-7.17833819764401	7.05638344145836e-13	2.41348766983214e-12	"Streptomycin biosynthesis"
"Styrene degradation"	548.237593319998	0.772794147203618	0.0897649468702207	8.60908599791074	7.36453879288945e-18	3.77832859809111e-17	"Styrene degradation"
"Sulfur metabolism"	1261.97695471574	0.0787984400836967	0.020763004133441	3.79513675271989	0.000147562097641056	0.000254194562359776	"Sulfur metabolism"
"Sulfur relay system"	1238.39143316773	-0.199099025350596	0.0316091880391201	-6.29877063289914	3.00015546633075e-10	8.23298476807042e-10	"Sulfur relay system"
"Synthesis and degradation of ketone bodies"	774.311247371243	0.520824049819472	0.0501548630031607	10.3843180627699	2.92250352773899e-25	2.75884333018561e-24	"Synthesis and degradation of ketone bodies"
"Terpenoid backbone biosynthesis"	1727.8418635776	-0.080350607704043	0.0221937617136418	-3.62041409386918	0.000294131898487065	0.00049582234316391	"Terpenoid backbone biosynthesis"
"Tetracycline biosynthesis"	527.67044322691	-0.402666229466799	0.0455574869455262	-8.83864006696141	9.68907147980995e-19	5.31772295170964e-18	"Tetracycline biosynthesis"
"Thiamine metabolism"	1016.2067958811	-0.265598854296531	0.0300469166298851	-8.83947120325692	9.61726936784123e-19	5.31772295170964e-18	"Thiamine metabolism"
"Toluene degradation"	854.609140503793	0.434056974040047	0.0318413638692067	13.6318587301412	2.58901097429112e-42	7.63758237415879e-41	"Toluene degradation"
"Transcription factors"	5166.20070895415	0.461893060296458	0.0443729109333253	10.4093477435028	2.24756271582429e-25	2.21010333722722e-24	"Transcription factors"
"Transcription machinery"	2763.89401305103	-0.438794998119313	0.0270243196428199	-16.2370414470692	2.75913934287969e-59	1.62789221229902e-57	"Transcription machinery"
"Translation factors"	1590.29037165376	-0.263436956499801	0.0236303011887406	-11.1482690971931	7.30128119966318e-29	7.8322834687296e-28	"Translation factors"
"Translation proteins"	2746.41453151907	-0.144158611968564	0.0254755404402395	-5.65870672328742	1.52517927112295e-08	3.39568215080203e-08	"Translation proteins"
"Transporters"	21500.8213485808	0.329962185468121	0.0712866447346475	4.62866763748455	3.68025878783043e-06	7.0043634994192e-06	"Transporters"
"Tryptophan metabolism"	1873.66347638198	0.329533181387014	0.0367385902482311	8.9696740991002	2.97393050127564e-19	1.84696736395014e-18	"Tryptophan metabolism"
"Two-component system"	8025.84701232673	0.263006594560841	0.0511154049553184	5.14534893718916	2.67024004152731e-07	5.62657723036111e-07	"Two-component system"
"Tyrosine metabolism"	1584.73973773683	0.460015744317871	0.039623560565147	11.6096518777392	3.6811121045133e-31	5.79161637776759e-30	"Tyrosine metabolism"
"Ubiquinone and other terpenoid-quinone biosynthesis"	1096.84469105167	-0.108232353347827	0.02405993656931	-4.49844716074126	6.84516043335825e-06	1.27201406478153e-05	"Ubiquinone and other terpenoid-quinone biosynthesis"
"Ubiquitin system"	177.637056556136	-0.752147661087519	0.120709226734303	-6.23107016287243	4.63259553015029e-10	1.24237789217667e-09	"Ubiquitin system"
"Valine, leucine and isoleucine degradation"	3171.55016973347	0.310471388416344	0.0345213044856073	8.9936169285198	2.39225168743548e-19	1.52586864387777e-18	"Valine, leucine and isoleucine degradation"
"Xylene degradation"	210.126941390796	0.939641388829695	0.154653409634494	6.07578837770492	1.23380033979143e-09	3.13093419559976e-09	"Xylene degradation"
